學年度,學校,系名,科系類型,錄取平均,原始總分
101,中教大,文化創意產業設計與營運學系,,66.18,430.2
102,中教大,教育學系,,66.86,351.03
102,中教大,幼兒教育學系,,63.14,363.08
102,中教大,數學教育學系,數學,52.31,366.2
102,中教大,區域與社會發展學系,,73.63,589.0
102,中教大,語文教育學系,,65.8,427.7
102,中教大,特殊教育學系,,63.85,415.05
102,中教大,國際企業學系,國際企業,71.16,355.78
102,中教大,美術學系,,60.2,301.0
102,中教大,音樂學系,,61.63,246.5
102,中教大,音樂學系(公費生),,82.42,329.66
102,中教大,科學應用與推廣學系,,50.24,401.9
102,中教大,體育學系,,42.28,274.82
102,中教大,臺灣語文學系,,59.35,356.1
102,中教大,數位內容科技學系,,53.35,320.1
102,中教大,資訊工程學系,資訊工程,58.18,334.55
102,中教大,英語學系,外文,70.08,350.4
102,中教大,英語學系(公費生),外文,87.21,436.07
102,中教大,諮商與應用心理學系,心理,69.53,399.8
102,中教大,文化創意產業設計與營運學系,,67.88,441.2
103,中教大,教育學系,,67.66,355.2
103,中教大,幼兒教育學系,,64.82,372.73
103,中教大,數學教育學系,數學,49.14,344.0
103,中教大,區域與社會發展學系,,74.83,598.6
103,中教大,語文教育學系,,66.17,430.1
103,中教大,特殊教育學系,,65.22,423.95
103,中教大,國際企業學系,國際企業,73.45,348.9
103,中教大,美術學系,,58.1,290.5
103,中教大,音樂學系,,43.48,173.92
103,中教大,科學教育與應用學系,,49.58,396.6
103,中教大,體育學系,,39.22,274.51
103,中教大,臺灣語文學系,,56.73,340.4
103,中教大,數位內容科技學系,,52.05,312.3
103,中教大,資訊工程學系,資訊工程,56.21,323.23
103,中教大,英語學系,外文,72.18,360.9
103,中教大,諮商與應用心理學系,心理,70.1,403.1
103,中教大,文化創意產業設計與營運學系,,69.18,449.7
104,中教大,教育學系,,61.97,325.33
104,中教大,教育學系(公費)-雲林縣,,78.15,410.28
104,中教大,幼兒教育學系,,59.85,344.13
104,中教大,數學教育學系,數學,40.63,284.4
104,中教大,區域與社會發展學系,,70.91,567.3
104,中教大,語文教育學系,,62.32,405.08
104,中教大,特殊教育學系,,58.65,381.2
104,中教大,國際企業學系,國際企業,61.83,293.7
104,中教大,美術學系,,55.14,275.68
104,中教大,音樂學系,,36.49,145.96
104,中教大,科學教育與應用學系,,46.89,375.1
104,中教大,體育學系,,40.35,322.84
104,中教大,臺灣語文學系,,54.37,326.2
104,中教大,數位內容科技學系,,41.98,251.9
104,中教大,資訊工程學系,資訊工程,49.5,284.65
104,中教大,英語學系,外文,66.84,334.2
104,中教大,諮商與應用心理學系,心理,59.91,344.5
104,中教大,文化創意產業設計與營運學系,,63.2,410.8
105,中教大,教育學系,,63.0,330.75
105,中教大,幼兒教育學系,,59.9,344.45
105,中教大,數學教育學系,數學,43.34,303.4
105,中教大,區域與社會發展學系,,64.56,516.5
105,中教大,語文教育學系,,61.73,401.25
105,中教大,特殊教育學系,,59.72,388.2
105,中教大,國際企業學系,國際企業,64.64,307.03
105,中教大,美術學系,,52.78,263.88
105,中教大,音樂學系,,47.06,188.24
105,中教大,科學教育與應用學系,,44.59,356.7
105,中教大,體育學系,,35.61,284.87
105,中教大,臺灣語文學系,,52.32,261.6
105,中教大,數位內容科技學系,,46.82,280.9
105,中教大,資訊工程學系,資訊工程,51.78,271.85
105,中教大,英語學系,外文,60.04,300.2
105,中教大,諮商與應用心理學系,心理,66.14,380.3
105,中教大,文化創意產業設計與營運學系,,61.71,401.1
106,中教大,教育學系,,65.37,343.18
106,中教大,幼兒教育學系,,64.08,368.48
106,中教大,數學教育學系,數學,43.94,307.6
106,中教大,區域與社會發展學系,,71.3,570.4
106,中教大,語文教育學系,,63.62,413.55
106,中教大,特殊教育學系,,62.35,405.3
106,中教大,國際企業學系,國際企業,66.52,315.95
106,中教大,美術學系,,56.14,280.7
106,中教大,音樂學系,,62.84,251.36
106,中教大,科學教育與應用學系,,48.09,384.7
106,中教大,體育學系,,37.71,301.67
106,中教大,臺灣語文學系,,57.96,289.8
106,中教大,數位內容科技學系,,47.6,261.8
106,中教大,資訊工程學系,資訊工程,52.39,275.05
106,中教大,英語學系,外文,65.1,325.5
106,中教大,諮商與應用心理學系,心理,66.92,384.8
106,中教大,文化創意產業設計與營運學系,,62.33,249.3
107,中教大,教育學系,,65.62,344.5
107,中教大,幼兒教育學系,,63.21,363.48
107,中教大,特殊教育學系,,62.3,404.93
107,中教大,語文教育學系,,64.64,420.14
107,中教大,區域與社會發展學系,,69.6,556.8
107,中教大,諮商與應用心理學系,心理,69.3,398.5
107,中教大,英語學系,外文,67.9,339.5
107,中教大,臺灣語文學系,,58.35,291.75
107,中教大,國際企業學系,國際企業,66.96,318.05
107,中教大,文化創意產業設計與營運學系,,62.55,250.2
107,中教大,數學教育學系,數學,50.3,352.1
107,中教大,科學教育與應用學系,,51.48,411.85
107,中教大,資訊工程學系,資訊工程,60.5,302.49
107,中教大,數位內容科技學系,,55.13,303.23
107,中教大,體育學系,,39.98,319.83
107,中教大,音樂學系,,62.53,250.1
107,中教大,美術學系,,55.84,279.19
108,中教大,教育學系,,70.22,368.65
108,中教大,幼兒教育學系,,70.47,405.19
108,中教大,特殊教育學系,,66.42,431.73
108,中教大,語文教育學系,,69.84,453.96
108,中教大,區域與社會發展學系,,73.28,586.2
108,中教大,諮商與應用心理學系,心理,74.79,430.05
108,中教大,英語學系,外文,71.04,355.2
108,中教大,台灣語文學系,,62.4,312.0
108,中教大,國際企業學系,國際企業,73.45,348.88
108,中教大,文化創意產業設計與營運學系,,68.88,275.5
108,中教大,體育學系,,44.02,352.17
108,中教大,數學教育學系(自費),數學,55.27,386.9
108,中教大,數學教育學系(公費)-臺南市,數學,80.41,562.86
108,中教大,科學教育與應用學系(自費),,59.48,475.8
108,中教大,科學教育與應用學系(公費)-嘉義縣、限原住民,,59.8,478.36
108,中教大,資訊工程學系(自費),資訊工程,62.32,311.58
108,中教大,資訊工程學系(公費)-臺南市,資訊工程,83.8,419.01
108,中教大,數位內容科技學系,,59.26,325.93
108,中教大,音樂學系,,65.64,262.55
108,中教大,美術學系,,58.03,290.15
109,中教大,教育學系,,63.78,334.82
109,中教大,特殊教育學系(自費),,58.78,382.08
109,中教大,特殊教育學系(公費)-雲林縣,,72.65,472.25
109,中教大,幼兒教育學系,,63.18,363.28
109,中教大,體育學系,,35.02,280.12
109,中教大,語文教育學系,,62.76,407.94
109,中教大,區域與社會發展學系,,69.08,552.6
109,中教大,諮商與應用心理學系,心理,66.49,382.3
109,中教大,美術學系,,54.09,270.43
109,中教大,音樂學系,,61.98,247.93
109,中教大,台灣語文學系,,57.77,288.85
109,中教大,英語學系(自費),外文,66.58,332.9
109,中教大,英語學系(公費)-臺中市,外文,77.55,465.3
109,中教大,數學教育學系,數學,50.13,350.9
109,中教大,科學教育與應用學系,,52.75,422.0
109,中教大,資訊工程學系,資訊工程,56.09,238.4
109,中教大,數位內容科技學系,,49.81,273.93
109,中教大,國際企業學系,國際企業,65.46,310.95
109,中教大,文化創意產業設計與營運學系,,60.85,243.4
110,中教大,教育學系,,66.06,346.8
110,中教大,特殊教育學系,,56.49,240.1
110,中教大,幼兒教育學系,,57.26,272.0
110,中教大,體育學系,,35.05,280.39
110,中教大,語文教育學系,,64.22,417.4
110,中教大,區域與社會發展學系,,69.28,554.2
110,中教大,諮商與應用心理學系,心理,66.49,382.3
110,中教大,美術學系,,57.08,285.4
110,中教大,音樂學系,,59.32,237.26
110,中教大,台灣語文學系,,57.85,289.25
110,中教大,英語學系,外文,62.95,314.76
110,中教大,數學教育學系,數學,41.0,287.0
110,中教大,科學教育與應用學系,,39.64,317.1
110,中教大,資訊工程學系,資訊工程,53.51,227.4
110,中教大,數位內容科技學系,,44.1,242.53
110,中教大,國際企業學系,國際企業,62.91,298.83
110,中教大,文化創意產業設計與營運學系,,59.78,478.2
111,中教大,教育學系,,28.45,156.5
111,中教大,特殊教育學系,,27.48,144.25
111,中教大,幼兒教育學系,,35.8,134.25
111,中教大,體育學系,,26.57,212.56
111,中教大,語文教育學系,,35.92,233.5
111,中教大,區域與社會發展學系,,37.88,303.0
111,中教大,諮商與應用心理學系,心理,39.41,266.0
111,中教大,美術學系,,47.52,237.6
111,中教大,音樂學系(自費),,54.36,217.44
111,中教大,音樂學系(公費),,61.29,245.14
111,中教大,台灣語文學系,,29.75,119.0
111,中教大,數學教育學系,數學,20.11,90.5
111,中教大,科學教育與應用學系,,13.75,110.0
111,中教大,資訊工程學系,資訊工程,31.35,133.25
111,中教大,數位內容科技學系,,29.45,162.0
111,中教大,國際企業學系,國際企業,35.89,170.5
111,中教大,文化創意產業設計與營運學系,,34.67,208.0
112,中教大,教育學系,,39.92,239.5
112,中教大,特殊教育學系,,35.75,143.0
112,中教大,幼兒教育學系,,40.0,150.0
112,中教大,體育學系,,29.92,239.35
112,中教大,語文教育學系,,40.04,260.25
112,中教大,區域與社會發展學系,,44.13,353.0
112,中教大,諮商與應用心理學系,心理,44.0,220.0
112,中教大,美術學系,,46.8,234.02
112,中教大,音樂學系,,48.91,244.56
112,中教大,台灣語文學系,,39.0,156.0
112,中教大,英語學系,外文,22.0,88.0
112,中教大,數學教育學系,數學,33.67,151.5
112,中教大,科學教育與應用學系,,28.43,199.0
112,中教大,資訊工程學系,資訊工程,37.08,120.5
112,中教大,數位內容科技學系,,37.0,166.5
112,中教大,國際企業學系,國際企業,38.21,181.5
112,中教大,文化創意產業設計與營運學系,,38.6,193.0
113,中教大,教育學系,,35.8,179.0
113,中教大,特殊教育學系,,34.25,137.0
113,中教大,幼兒教育學系,,38.22,172.0
113,中教大,體育學系,,27.09,216.68
113,中教大,語文教育學系,,37.08,241.0
113,中教大,區域與社會發展學系,,42.63,341.0
113,中教大,諮商與應用心理學系,心理,43.4,217.0
113,中教大,美術學系,,38.12,228.74
113,中教大,音樂學系,,41.84,209.2
113,中教大,台灣語文學系,,36.75,147.0
113,中教大,英語學系,外文,30.75,123.0
113,中教大,數學教育學系,數學,33.33,150.0
113,中教大,科學教育與應用學系,,29.86,209.0
113,中教大,資訊工程學系,資訊工程,39.86,139.5
113,中教大,數位內容科技學系,,36.0,162.0
113,中教大,國際企業學系,國際企業,39.33,147.5
113,中教大,文化創意產業設計與營運學系,,35.2,176.0
114,中教大,全校不分系學士學位學程,,39.92,129.75
114,中教大,教育學系,,36.5,182.5
114,中教大,特殊教育學系,,35.88,143.5
114,中教大,幼兒教育學系,,37.67,169.5
114,中教大,體育學系,,41.83,292.78
114,中教大,語文教育學系,,38.25,153.0
114,中教大,區域與社會發展學系,,40.29,282.0
114,中教大,諮商與應用心理學系,心理,43.6,218.0
114,中教大,美術學系,,45.74,228.7
114,中教大,音樂學系,,43.43,217.14
114,中教大,台灣語文學系,,31.33,94.0
114,中教大,英語學系,外文,36.5,146.0
114,中教大,數學教育學系,數學,32.67,147.0
114,中教大,科學教育與應用學系,,30.0,180.0
114,中教大,資訊工程學系,資訊工程,39.86,139.5
114,中教大,數位內容科技學系,,33.56,151.0
114,中教大,國際企業學系,國際企業,39.27,147.25
114,中教大,文化創意產業設計與營運學系,,33.0,165.0
115,中教大,全校不分系學士學位學程,,34.69,112.75
115,中教大,教育學系,,36.5,146.0
115,中教大,特殊教育學系,,37.0,148.0
115,中教大,幼兒教育學系,,37.44,168.5
115,中教大,體育學系,,46.36,278.18
115,中教大,語文教育學系,,42.0,168.0
115,中教大,區域與社會發展學系,,42.57,298.0
115,中教大,諮商與應用心理學系,心理,43.4,217.0
115,中教大,美術學系,,47.78,191.12
115,中教大,音樂學系,,29.0,87.0
115,中教大,臺灣語文學系,,40.0,120.0
115,中教大,英語學系,外文,38.75,155.0
115,中教大,數學教育學系,數學,34.0,136.0
115,中教大,科學教育與應用學系,,25.8,129.0
115,中教大,資訊工程學系,資訊工程,36.57,128.0
115,中教大,數位內容科技學系,,32.33,97.0
115,中教大,國際企業學系,國際企業,37.27,139.75
115,中教大,文化創意產業設計與營運學系,,33.8,169.0
101,北教大,教育經營與管理學系,,74.79,411.35
101,北教大,教育學系,,72.86,491.8
101,北教大,心理與諮商學系,心理,73.55,478.1
101,北教大,特殊教育學系(男),,71.22,356.1
101,北教大,特殊教育學系(女),,72.97,364.85
101,北教大,幼兒與家庭教育學系,,69.51,417.05
101,北教大,社會與區域發展學系,,71.36,499.55
101,北教大,兒童英語教育學系,外文,73.17,439.0
101,北教大,文化創意產業經營學系,,74.64,503.8
101,北教大,語文與創作學系語文師資組,,69.94,489.6
101,北教大,語文與創作學系文學創作組,,70.38,422.3
101,北教大,藝術與造形設計系藝術組(男),,68.85,413.1
101,北教大,藝術與造形設計系藝術組(女),,70.97,425.8
101,北教大,藝術與造形設計學系設計組,,76.84,365.0
101,北教大,音樂學系-鋼琴,,78.71,314.84
101,北教大,音樂學系-聲樂,,67.63,270.52
101,北教大,音樂學系-小提琴,,66.34,265.36
101,北教大,音樂學系-長笛,,76.22,304.86
101,北教大,音樂學系-中國傳統樂器,,61.96,247.82
101,北教大,體育學系(男),,50.84,355.9
101,北教大,體育學系(女),,46.49,325.43
101,北教大,資訊科學系,資訊工程,70.8,495.6
101,北教大,數學暨資訊教育系數學組(男),數學,68.08,374.45
101,北教大,數學暨資訊教育系數學組(女),數學,64.76,356.2
101,北教大,數學暨資訊教育系資訊組(男),數學,68.02,374.1
101,北教大,數學暨資訊教育系資訊組(女),數學,64.11,352.6
101,北教大,數位科技設計學系,,69.5,486.5
101,北教大,自然科學教育學系(男),,65.96,379.28
101,北教大,自然科學教育學系(女),,62.78,360.98
102,北教大,教育經營與管理學系,,73.03,401.65
102,北教大,教育學系,,73.81,498.2
102,北教大,心理與諮商學系,心理,74.96,487.25
102,北教大,特殊教育學系(男),,68.44,342.2
102,北教大,特殊教育學系(女),,73.17,365.85
102,北教大,特殊教育學系(公費生),,88.45,442.25
102,北教大,幼兒與家庭教育學系,,70.93,425.6
102,北教大,社會與區域發展學系,,72.96,510.7
102,北教大,兒童英語教育學系,外文,74.57,447.4
102,北教大,文化創意產業經營學系,,75.12,507.03
102,北教大,語文與創作學系語文師資組,,71.66,501.6
102,北教大,語文與創作學系文學創作組,,73.23,439.4
102,北教大,藝術與造形設計學系藝術組(男),,57.27,343.6
102,北教大,藝術與造形設計學系藝術組(女),,65.39,392.35
102,北教大,藝術與造形設計學系設計組,,76.36,362.73
102,北教大,音樂學系-鋼琴,,79.64,318.54
